iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.115068025047,0.114529359879,0.107948522188,0.634666666667,0.623456790123,0.666666666667,0.259459459459,0.164383561644,0.318584070796,0.000389959
10,0.110119411855,0.109367877413,0.104266260342,0.637333333333,0.648148148148,0.69696969697,0.180722891566,0.197183098592,0.313725490196,0.003982201
20,0.110703929646,0.109351016674,0.10274260205,0.653333333333,0.641975308642,0.701298701299,0.315789473684,0.309523809524,0.4,0.007441091
30,0.109629041909,0.11046790194,0.102640708998,0.669333333333,0.654320987654,0.666666666667,0.436363636364,0.428571428571,0.446043165468,0.010990914
40,0.11131927033,0.112545526029,0.106068109193,0.664,0.654320987654,0.65367965368,0.447368421053,0.461538461538,0.452054794521,0.014410295
50,0.110430438045,0.1107957487,0.105409549435,0.664,0.679012345679,0.666666666667,0.422018348624,0.458333333333,0.421052631579,0.018141262
60,0.107505178607,0.109199241655,0.103705616169,0.669333333333,0.685185185185,0.662337662338,0.43119266055,0.504854368932,0.426470588235,0.021629008
70,0.108103052954,0.110534418035,0.105140445545,0.666666666667,0.672839506173,0.65367965368,0.429223744292,0.504672897196,0.420289855072,0.025141761
80,0.102932430701,0.104019911516,0.0991297210164,0.68,0.691358024691,0.658008658009,0.428571428571,0.479166666667,0.406015037594,0.028572899
90,0.102337313394,0.103183471601,0.0984904023082,0.682666666667,0.697530864198,0.662337662338,0.436018957346,0.484210526316,0.4,0.032117721
100,0.100923966153,0.102020055269,0.0976995935494,0.688,0.697530864198,0.670995670996,0.417910447761,0.461538461538,0.396825396825,0.035587177
110,0.0977732345263,0.0982296248494,0.0949551126163,0.690666666667,0.679012345679,0.666666666667,0.40206185567,0.422222222222,0.393700787402,0.039133105
120,0.0951047769419,0.0952514044203,0.0922500065127,0.701333333333,0.697530864198,0.701298701299,0.422680412371,0.449438202247,0.456692913386,0.04287053
130,0.0949165091438,0.0950511734242,0.0921658384998,0.698666666667,0.703703703704,0.705627705628,0.408376963351,0.454545454545,0.460317460317,0.046376599
140,0.0930681710179,0.0922525091685,0.0905519921656,0.704,0.70987654321,0.701298701299,0.424870466321,0.47191011236,0.448,0.049818539
150,0.0926029011176,0.0920403457705,0.0901253994129,0.709333333333,0.70987654321,0.69696969697,0.446700507614,0.47191011236,0.444444444444,0.053507408
160,0.0920165271786,0.0913042235526,0.0898598874047,0.709333333333,0.716049382716,0.701298701299,0.452261306533,0.488888888889,0.456692913386,0.056943767
