iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.114791143355,0.116694105133,0.12021151821,0.658666666667,0.654320987654,0.623376623377,0.20987654321,0.222222222222,0.103092783505,0.000530243
10,0.114930615747,0.116521796983,0.119955842985,0.664,0.648148148148,0.627705627706,0.231707317073,0.219178082192,0.14,0.004214117
20,0.118589830176,0.120974331543,0.124238642617,0.650666666667,0.611111111111,0.584415584416,0.328205128205,0.275862068966,0.225806451613,0.00786302300001
30,0.118922831425,0.125989762973,0.124907745624,0.629333333333,0.567901234568,0.575757575758,0.441767068273,0.385964912281,0.363636363636,0.011642507
40,0.119068966194,0.12611915931,0.125407001641,0.626666666667,0.574074074074,0.584415584416,0.453125,0.410256410256,0.4,0.015082758
50,0.119498125784,0.12732834092,0.125957493668,0.632,0.561728395062,0.584415584416,0.452380952381,0.422764227642,0.414634146341,0.019125656
60,0.118097219452,0.12373386525,0.124659317384,0.661333333333,0.586419753086,0.61038961039,0.459574468085,0.407079646018,0.407894736842,0.022557787
70,0.11895669022,0.123640399497,0.125441442257,0.653333333333,0.555555555556,0.584415584416,0.488188976378,0.409836065574,0.414634146341,0.026173268
80,0.121679006226,0.125699135198,0.127576722476,0.621333333333,0.518518518519,0.536796536797,0.496453900709,0.4,0.408839779006,0.029913462
90,0.119206992088,0.124732757201,0.125198010064,0.629333333333,0.543209876543,0.593073593074,0.508833922261,0.44776119403,0.489130434783,0.033401524
100,0.118623024028,0.122867996721,0.123596550648,0.650666666667,0.611111111111,0.632034632035,0.516605166052,0.519083969466,0.519774011299,0.037110907
110,0.119672957233,0.125154185662,0.12530228608,0.637333333333,0.611111111111,0.597402597403,0.514285714286,0.526315789474,0.491803278689,0.040706676
120,0.125009921278,0.129115416257,0.130073367996,0.544,0.518518518519,0.493506493506,0.486486486486,0.472972972973,0.445497630332,0.044513247
130,0.124459015722,0.127434817658,0.129954872797,0.578666666667,0.543209876543,0.519480519481,0.521212121212,0.486111111111,0.453201970443,0.048539679
140,0.123720195693,0.126365637151,0.129389725771,0.584,0.555555555556,0.545454545455,0.515527950311,0.5,0.472361809045,0.052221186
150,0.12523685526,0.127740141377,0.131280137385,0.568,0.512345679012,0.484848484848,0.520710059172,0.490322580645,0.441314553991,0.056022004
160,0.131047818012,0.133230400981,0.135986222039,0.482666666667,0.462962962963,0.450216450216,0.489473684211,0.485207100592,0.445414847162,0.059866785
170,0.131471079289,0.133746136266,0.135244167968,0.498666666667,0.462962962963,0.437229437229,0.502645502646,0.479041916168,0.429824561404,0.06337129
180,0.129013324763,0.131955853311,0.133433980365,0.522666666667,0.444444444444,0.441558441558,0.50139275766,0.430379746835,0.426666666667,0.067179528
190,0.12945693629,0.132727735898,0.134015646688,0.52,0.456790123457,0.454545454545,0.521276595745,0.469879518072,0.452173913043,0.070778557
200,0.139824439407,0.144077291619,0.143625585096,0.381333333333,0.376543209877,0.367965367965,0.514644351464,0.502463054187,0.496551724138,0.074317789
210,0.1400814702,0.144544046733,0.143814801908,0.36,0.364197530864,0.354978354978,0.506172839506,0.492610837438,0.487972508591,0.077934817
220,0.138001611597,0.140586271701,0.141557341427,0.381333333333,0.425925925926,0.376623376623,0.512605042017,0.518134715026,0.492957746479,0.081538009
230,0.139779784175,0.142977108016,0.143619978669,0.365333333333,0.382716049383,0.34632034632,0.514285714286,0.519230769231,0.481099656357,0.085055889
240,0.138896979716,0.14271023574,0.143325399129,0.378666666667,0.364197530864,0.350649350649,0.52738336714,0.511848341232,0.493243243243,0.088966719
250,0.140449990224,0.145023256996,0.14413823375,0.381333333333,0.351851851852,0.34632034632,0.522633744856,0.492753623188,0.48813559322,0.092572464
260,0.146132722207,0.149650862267,0.149344176059,0.349333333333,0.351851851852,0.341991341991,0.508064516129,0.492753623188,0.479452054795,0.096273836
270,0.141361851522,0.145533971787,0.144291579691,0.370666666667,0.33950617284,0.333333333333,0.512396694215,0.488038277512,0.47619047619,0.100060108
280,0.144828545996,0.150079032932,0.146339566092,0.36,0.333333333333,0.354978354978,0.518072289157,0.5,0.517799352751,0.10362893
290,0.144378909091,0.149155139387,0.145260260429,0.354666666667,0.327160493827,0.359307359307,0.512096774194,0.488262910798,0.516339869281,0.107224823
300,0.14372590077,0.149205847821,0.145477939933,0.357333333333,0.345679012346,0.367965367965,0.511156186613,0.5,0.522875816993,0.110891833
310,0.141045161307,0.146126699314,0.142252254321,0.357333333333,0.351851851852,0.354978354978,0.50916496945,0.502369668246,0.511475409836,0.114584456
320,0.140448957487,0.14639688965,0.141906438809,0.349333333333,0.345679012346,0.359307359307,0.510040160643,0.509259259259,0.519480519481,0.118340183
330,0.146584044899,0.152231365826,0.147422067035,0.346666666667,0.345679012346,0.354978354978,0.507042253521,0.509259259259,0.520900321543,0.122036357
340,0.146878750858,0.153731951973,0.148365569946,0.346666666667,0.33950617284,0.359307359307,0.505050505051,0.49765258216,0.522580645161,0.125850032
350,0.150144887032,0.155251033208,0.149428347134,0.349333333333,0.345679012346,0.359307359307,0.506072874494,0.504672897196,0.519480519481,0.129509364
360,0.154570415575,0.158396692384,0.152523605295,0.346666666667,0.345679012346,0.359307359307,0.505050505051,0.504672897196,0.519480519481,0.133137351
370,0.155503599768,0.162082555041,0.153671521604,0.354666666667,0.351851851852,0.363636363636,0.516,0.516129032258,0.52427184466,0.136775986
380,0.159007686862,0.16529971172,0.156153674286,0.344,0.345679012346,0.363636363636,0.506024096386,0.504672897196,0.521172638436,0.140442848
390,0.15596207121,0.162918749409,0.155536698122,0.349333333333,0.351851851852,0.367965367965,0.508064516129,0.507042253521,0.522875816993,0.144097673
400,0.169746012513,0.173513445795,0.167454317835,0.357333333333,0.345679012346,0.354978354978,0.513131313131,0.495238095238,0.520900321543,0.147772296
410,0.166234540375,0.168629980761,0.163744083023,0.362666666667,0.351851851852,0.372294372294,0.515212981744,0.502369668246,0.521452145215,0.15141795
420,0.161458267255,0.163786560536,0.157692290774,0.365333333333,0.333333333333,0.367965367965,0.50826446281,0.47572815534,0.513333333333,0.155103633
430,0.161138135522,0.163877746917,0.159217429684,0.36,0.327160493827,0.359307359307,0.502074688797,0.478468899522,0.503355704698,0.158792288
440,0.158618169673,0.162118691861,0.156084449265,0.352,0.327160493827,0.363636363636,0.488421052632,0.468292682927,0.505050505051,0.162399943
450,0.159073783771,0.16326551481,0.156965952702,0.349333333333,0.327160493827,0.359307359307,0.489539748954,0.468292682927,0.503355704698,0.165929746
