iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.129079574585,0.126375902836,0.127798925865,0.549333333333,0.58024691358,0.558441558442,0.28085106383,0.392857142857,0.32,0.00670893500001
10,0.115260812069,0.119813320378,0.114025265485,0.661333333333,0.611111111111,0.675324675325,0.494023904382,0.452173913043,0.550898203593,0.0687935610001
20,0.118031424929,0.121516093776,0.121281884898,0.645333333333,0.617283950617,0.614718614719,0.387096774194,0.403846153846,0.330827067669,0.13251496
30,0.107406704384,0.105599009838,0.111828424587,0.717333333333,0.740740740741,0.666666666667,0.353658536585,0.432432432432,0.222222222222,0.194720997
40,0.122503691995,0.122762759658,0.125693002731,0.589333333333,0.543209876543,0.571428571429,0.0941176470588,0.075,0.0571428571429,0.253456949
50,0.112903147308,0.107277501109,0.118986471397,0.661333333333,0.666666666667,0.636363636364,0.147651006711,0.15625,0.0232558139535,0.316507808
60,0.110400111321,0.109970170349,0.104911680862,0.650666666667,0.654320987654,0.649350649351,0,0,0,0.380752581
70,0.0999584694729,0.100592260615,0.111236758745,0.690666666667,0.679012345679,0.645021645022,0.236842105263,0.297297297297,0.0681818181818,0.44381601
80,0.10927534093,0.106109514562,0.109222038407,0.650666666667,0.679012345679,0.65367965368,0.0296296296296,0.133333333333,0.0697674418605,0.511994833
90,0.102750870215,0.108332817418,0.10770375633,0.728,0.697530864198,0.718614718615,0.635714285714,0.631578947368,0.632768361582,0.576214126
100,0.0964509474378,0.0911234469689,0.0996316244783,0.722666666667,0.746913580247,0.670995670996,0.428571428571,0.528735632184,0.321428571429,0.639740517
110,0.100369625505,0.0981298057641,0.102929231549,0.72,0.70987654321,0.701298701299,0.477611940299,0.494623655914,0.439024390244,0.707332225
120,0.0976471481795,0.0947091524211,0.0984145390482,0.717333333333,0.740740740741,0.683982683983,0.459183673469,0.533333333333,0.386554621849,0.770383312
130,0.0947614698484,0.0922338719162,0.0975610799733,0.712,0.716049382716,0.688311688312,0.406593406593,0.46511627907,0.379310344828,0.835396548
140,0.095676077732,0.0894461414982,0.0957064056543,0.696,0.734567901235,0.675324675325,0.337209302326,0.426666666667,0.299065420561,0.898999474
150,0.0954416391049,0.0932101884753,0.0978293255877,0.690666666667,0.722222222222,0.658008658009,0.325581395349,0.444444444444,0.275229357798,0.96867985
160,0.0964231537878,0.0906146820053,0.0948414614675,0.712,0.746913580247,0.718614718615,0.448979591837,0.528735632184,0.462809917355,1.032226221
